year,tmID,franchID,confID,rank,playoff,firstRound,semis,finals,won,lost,GP,homeW,homeL,awayW,awayL,confW,confL,min,coach_experience,player_average_height,player_average_weight,player_total_GP,player_total_GS,player_total_points,player_total_oRebounds,player_total_dRebounds,player_total_rebounds,player_total_assists,player_total_steals,player_total_blocks,player_total_turnovers,player_total_PF,player_total_fgAttempted,player_total_fgMade,player_total_ftAttempted,player_total_ftMade,player_total_threeAttempted,player_total_threeMade,player_total_dq,player_total_PostGP,player_total_PostGS,player_total_PostMinutes,player_total_PostPoints,player_total_PostoRebounds,player_total_PostdRebounds,player_total_PostRebounds,player_total_PostAssists,player_total_PostSteals,player_total_PostBlocks,player_total_PostTurnovers,player_total_PostPF,player_total_PostfgAttempted,player_total_PostfgMade,player_total_PostftAttempted,player_total_PostftMade,player_total_PostthreeAttempted,player_total_PostthreeMade,player_total_PostDQ,player_total_awards,winrate,home_winrate,away_winrate,conf_winrate,o_fg_pct,o_ft_pct,o_3p_pct,o_oreb_pct,o_dreb_pct,d_fg_pct,d_ft_pct,d_3p_pct,d_oreb_pct,d_dreb_pct,pts_diff
3,SAC,SAC,WE,6.0,N,,,,14.0,18.0,32.0,10.0,6.0,4.0,12.0,8.0,13.0,6575.0,210.0,184.07142857142856,74.64285714285714,295.0,160.0,2166.0,301.0,648.0,949.0,500.0,247.0,109.0,448.0,675.0,1945.0,780.0,653.0,494.0,395.0,112.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.625,0.25,0.3809523809523809,0.4010282776349614,0.7565084226646248,0.2835443037974683,0.3171759747102213,0.6828240252897787,0.419238683127572,0.7562408223201175,0.3289183222958057,0.3274418604651162,0.6725581395348837,-128.0
4,SAC,SAC,WE,3.0,Y,W,L,,19.0,15.0,34.0,12.0,5.0,7.0,10.0,13.0,11.0,6825.0,202.23529411764707,184.0909090909091,74.0909090909091,343.0,170.0,2299.0,349.0,718.0,1067.0,568.0,297.0,122.0,449.0,641.0,2107.0,862.0,626.0,425.0,473.0,150.0,7.0,58.0,30.0,1200.0,377.0,51.0,137.0,188.0,84.0,24.0,19.0,79.0,106.0,347.0,141.0,96.0,74.0,75.0,21.0,0.0,0.0,0.5588235294117647,0.7058823529411765,0.4117647058823529,0.5416666666666666,0.4091124822021832,0.6789137380191693,0.3171247357293869,0.3270852858481724,0.6729147141518276,0.4098442993470618,0.7286432160804021,0.3190578158458244,0.3147810218978102,0.6852189781021898,83.0
5,SAC,SAC,WE,4.0,Y,W,L,,18.0,16.0,34.0,10.0,7.0,8.0,9.0,12.0,10.0,6900.0,375.0,183.75,74.58333333333333,357.0,170.0,2312.0,389.0,635.0,1024.0,519.0,314.0,118.0,461.0,641.0,2072.0,874.0,604.0,435.0,365.0,129.0,3.0,57.0,30.0,1225.0,392.0,61.0,114.0,175.0,89.0,66.0,33.0,81.0,97.0,363.0,148.0,103.0,76.0,72.0,20.0,0.0,0.0,0.5294117647058824,0.5882352941176471,0.4705882352941176,0.5454545454545454,0.4218146718146718,0.7201986754966887,0.3534246575342465,0.3798828125,0.6201171875,0.4289529914529914,0.751188589540412,0.3515283842794759,0.3144016227180527,0.6855983772819473,71.0
6,SAC,SAC,WE,1.0,Y,W,W,W,25.0,9.0,34.0,15.0,2.0,10.0,7.0,17.0,5.0,6800.0,687.0,183.66666666666663,73.83333333333333,321.0,170.0,2253.0,355.0,659.0,1014.0,513.0,288.0,103.0,465.0,655.0,1946.0,825.0,687.0,474.0,360.0,129.0,1.0,75.0,40.0,1637.0,567.0,68.0,181.0,249.0,131.0,54.0,15.0,99.0,151.0,487.0,215.0,137.0,100.0,80.0,37.0,1.0,1.0,0.7352941176470589,0.8823529411764706,0.5882352941176471,0.7727272727272727,0.4295065458207452,0.6851595006934813,0.3583333333333333,0.3537871524448706,0.6462128475551294,0.4119583104772353,0.7320061255742726,0.300531914893617,0.2823164426059979,0.717683557394002,236.0
7,SAC,SAC,WE,2.0,Y,W,W,L,21.0,13.0,34.0,14.0,3.0,7.0,10.0,10.0,10.0,6875.0,1199.0,184.7,75.0,296.0,137.0,2036.0,331.0,637.0,968.0,457.0,268.0,70.0,414.0,535.0,1800.0,738.0,591.0,428.0,374.0,132.0,2.0,77.0,45.0,1622.0,635.0,92.0,168.0,260.0,136.0,67.0,19.0,96.0,155.0,545.0,237.0,158.0,113.0,116.0,48.0,0.0,2.0,0.6176470588235294,0.8235294117647058,0.4117647058823529,0.5,0.419634703196347,0.7314439946018894,0.3405639913232104,0.367311072056239,0.632688927943761,0.4314695695200395,0.762481089258699,0.3076923076923077,0.2885181550539745,0.7114818449460255,133.0
8,SAC,SAC,WE,3.0,Y,L,,,19.0,15.0,34.0,12.0,5.0,7.0,10.0,12.0,10.0,6950.0,0.0,184.91666666666663,75.16666666666667,313.0,170.0,2331.0,429.0,698.0,1127.0,507.0,288.0,91.0,524.0,587.0,2044.0,832.0,675.0,522.0,397.0,145.0,5.0,27.0,15.0,544.0,215.0,32.0,65.0,97.0,42.0,28.0,12.0,43.0,54.0,182.0,78.0,58.0,47.0,32.0,12.0,0.0,0.0,0.5588235294117647,0.7058823529411765,0.4117647058823529,0.5454545454545454,0.4069557362240289,0.7677852348993288,0.3566433566433566,0.3846808510638297,0.6153191489361702,0.4281595386833253,0.7710843373493976,0.340036563071298,0.3001949317738791,0.6998050682261209,47.0
9,SAC,SAC,WE,4.0,Y,L,,,18.0,16.0,34.0,13.0,4.0,5.0,12.0,9.0,11.0,6800.0,495.0,183.69230769230768,74.61538461538461,329.0,167.0,2347.0,378.0,699.0,1077.0,449.0,287.0,71.0,477.0,637.0,1996.0,817.0,737.0,556.0,408.0,157.0,3.0,29.0,15.0,567.0,228.0,24.0,67.0,91.0,55.0,22.0,4.0,46.0,67.0,176.0,91.0,43.0,35.0,33.0,11.0,1.0,0.0,0.5294117647058824,0.7647058823529411,0.2941176470588235,0.45,0.4089856415006948,0.7487745098039216,0.3835616438356164,0.3498647430117222,0.6501352569882777,0.450187969924812,0.7540192926045016,0.3431734317343173,0.2865116279069767,0.7134883720930233,-26.0
10,SAC,SAC,WE,6.0,N,,,,12.0,22.0,34.0,7.0,10.0,5.0,12.0,6.0,14.0,6850.0,1752.470588235294,184.0,77.61538461538461,311.0,141.0,2385.0,372.0,729.0,1101.0,513.0,256.0,91.0,489.0,575.0,2001.0,867.0,657.0,527.0,364.0,124.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3529411764705882,0.4117647058823529,0.2941176470588235,0.3,0.4311759343664539,0.7876344086021505,0.3393316195372751,0.3388214904679376,0.6611785095320624,0.4475461503827105,0.8174061433447098,0.369205298013245,0.3171206225680933,0.6828793774319066,-80.0
4,SAS,SAS,WE,6.0,N,,,,12.0,22.0,34.0,9.0,8.0,3.0,14.0,10.0,14.0,6825.0,302.1764705882353,182.45454545454547,78.18181818181819,344.0,170.0,2215.0,350.0,795.0,1145.0,428.0,187.0,167.0,502.0,728.0,2068.0,792.0,736.0,538.0,315.0,93.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3529411764705882,0.5294117647058824,0.1764705882352941,0.4166666666666667,0.3829787234042553,0.7309782608695652,0.2952380952380952,0.3056768558951965,0.6943231441048034,0.3984375,0.7302013422818792,0.3091286307053942,0.3319112627986348,0.6680887372013652,-212.0
5,SAS,SAS,WE,7.0,N,,,,9.0,25.0,34.0,6.0,11.0,3.0,14.0,6.0,16.0,6875.0,250.0,183.8,76.33333333333333,344.0,170.0,2191.0,302.0,701.0,1003.0,493.0,272.0,106.0,498.0,628.0,1940.0,812.0,628.0,488.0,247.0,79.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2647058823529412,0.3529411764705882,0.1764705882352941,0.2727272727272727,0.4185567010309278,0.7770700636942676,0.3198380566801619,0.3010967098703888,0.6989032901296112,0.4433349975037444,0.7375886524822695,0.3667377398720682,0.3133462282398452,0.6866537717601547,-173.0
6,SAS,SAS,WE,7.0,N,,,,7.0,27.0,34.0,5.0,12.0,2.0,15.0,3.0,19.0,6800.0,887.0,182.16666666666663,74.0,303.0,156.0,1843.0,199.0,572.0,771.0,427.0,186.0,46.0,461.0,560.0,1611.0,660.0,524.0,413.0,339.0,110.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2058823529411764,0.2941176470588235,0.1176470588235294,0.1363636363636363,0.4168030551009274,0.7714723926380368,0.3244837758112094,0.2706131078224101,0.7293868921775899,0.4361340456532297,0.7577741407528642,0.3480392156862745,0.3327014218009478,0.6672985781990521,-260.0
7,SAS,SAS,WE,6.0,N,,,,13.0,21.0,34.0,6.0,11.0,7.0,10.0,10.0,10.0,6800.0,1027.0,182.3,73.5,269.0,156.0,2032.0,273.0,645.0,918.0,492.0,223.0,53.0,351.0,485.0,1822.0,732.0,549.0,427.0,429.0,141.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3823529411764705,0.3529411764705882,0.4117647058823529,0.5,0.4057649667405765,0.75,0.3399280575539568,0.3030821917808219,0.696917808219178,0.4305923961096375,0.765625,0.3594771241830065,0.3007275666936135,0.6992724333063864,-80.0
8,SAS,SAS,WE,2.0,Y,W,L,,20.0,14.0,34.0,9.0,8.0,11.0,6.0,13.0,9.0,6875.0,1331.0,182.4,76.3,270.0,158.0,2000.0,286.0,646.0,932.0,500.0,234.0,115.0,429.0,558.0,1761.0,750.0,472.0,376.0,351.0,124.0,1.0,42.0,25.0,942.0,382.0,55.0,108.0,163.0,96.0,38.0,24.0,67.0,92.0,318.0,140.0,82.0,63.0,87.0,39.0,1.0,0.0,0.5882352941176471,0.5294117647058824,0.6470588235294118,0.5909090909090909,0.4241727941176471,0.804159445407279,0.3657243816254417,0.297148114075437,0.702851885924563,0.4226273959794296,0.7688953488372093,0.3237885462555066,0.3175021987686895,0.6824978012313104,33.0
9,SAS,SAS,WE,1.0,Y,W,W,L,24.0,10.0,34.0,15.0,2.0,9.0,8.0,10.0,10.0,6850.0,1854.0,180.91666666666663,73.83333333333333,282.0,147.0,2302.0,213.0,769.0,982.0,543.0,236.0,129.0,435.0,504.0,1902.0,825.0,611.0,497.0,474.0,155.0,3.0,71.0,37.0,1576.0,585.0,53.0,161.0,214.0,128.0,51.0,28.0,112.0,114.0,484.0,206.0,165.0,134.0,106.0,39.0,0.0,0.0,0.7058823529411765,0.8823529411764706,0.5294117647058824,0.5,0.4331730769230769,0.80835734870317,0.3395176252319109,0.2250686184812443,0.7749313815187557,0.3980625275209159,0.7429022082018928,0.2877846790890269,0.3225538971807628,0.6774461028192371,128.0
10,SAS,SAS,WE,4.0,Y,L,,,15.0,19.0,34.0,10.0,7.0,5.0,12.0,10.0,10.0,6950.0,2554.0,179.33333333333334,74.88888888888889,270.0,160.0,2399.0,252.0,690.0,942.0,560.0,230.0,97.0,410.0,515.0,1997.0,857.0,577.0,456.0,672.0,229.0,5.0,23.0,15.0,536.0,241.0,26.0,52.0,78.0,47.0,20.0,6.0,24.0,43.0,184.0,90.0,52.0,39.0,45.0,22.0,0.0,0.0,0.4411764705882353,0.5882352941176471,0.2941176470588235,0.5,0.4273972602739726,0.7779552715654952,0.3464140730717185,0.2678741658722593,0.7321258341277407,0.4387889425186485,0.7870967741935484,0.3466933867735471,0.3063973063973064,0.6936026936026936,-46.0
1,SEA,SEA,WE,8.0,N,,,,6.0,26.0,32.0,4.0,12.0,2.0,14.0,4.0,17.0,6475.0,0.0,183.0,72.92857142857143,326.0,160.0,1822.0,256.0,537.0,793.0,390.0,255.0,93.0,502.0,648.0,1740.0,667.0,561.0,379.0,364.0,109.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.25,0.125,0.1904761904761904,0.3833333333333333,0.6755793226381461,0.2994505494505494,0.3228247162673392,0.6771752837326608,0.452062754212667,0.7614678899082569,0.3502994011976048,0.2854311199207135,0.7145688800792864,-349.0
2,SEA,SEA,WE,8.0,N,,,,10.0,22.0,32.0,5.0,11.0,5.0,11.0,6.0,15.0,6550.0,36.0,185.3846153846154,75.38461538461539,326.0,160.0,1921.0,306.0,585.0,891.0,412.0,273.0,127.0,406.0,605.0,1821.0,689.0,606.0,415.0,412.0,128.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.3125,0.3125,0.2857142857142857,0.3783635365183965,0.6848184818481848,0.3106796116504854,0.3434343434343434,0.6565656565656566,0.4302857142857142,0.7459749552772809,0.3846153846153846,0.2813688212927757,0.7186311787072244,-127.0
3,SEA,SEA,WE,4.0,Y,L,,,17.0,15.0,32.0,10.0,6.0,7.0,9.0,10.0,11.0,6450.0,129.0,182.13333333333333,74.2,313.0,160.0,2188.0,362.0,633.0,995.0,514.0,282.0,151.0,461.0,623.0,1948.0,794.0,543.0,418.0,506.0,182.0,5.0,18.0,10.0,400.0,120.0,15.0,34.0,49.0,28.0,20.0,8.0,35.0,35.0,112.0,39.0,37.0,32.0,37.0,10.0,0.0,0.0,0.53125,0.625,0.4375,0.4761904761904761,0.4075975359342916,0.7697974217311234,0.3596837944664031,0.3638190954773869,0.6361809045226131,0.4306930693069307,0.7410562180579217,0.2982456140350877,0.3168214654282765,0.6831785345717234,85.0
4,SEA,SEA,WE,5.0,N,,,,18.0,16.0,34.0,13.0,4.0,5.0,12.0,11.0,13.0,6850.0,448.0,182.7142857142857,75.07142857142857,343.0,170.0,2388.0,342.0,732.0,1074.0,548.0,232.0,138.0,455.0,644.0,2045.0,890.0,567.0,442.0,500.0,166.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5294117647058824,0.7647058823529411,0.2941176470588235,0.4583333333333333,0.4352078239608802,0.7795414462081128,0.332,0.3184357541899441,0.6815642458100558,0.4139283962726827,0.7461928934010152,0.3318077803203661,0.3381364073006724,0.6618635926993276,114.0
5,SEA,SEA,WE,2.0,Y,W,W,W,20.0,14.0,34.0,13.0,4.0,7.0,10.0,13.0,9.0,6825.0,708.0,183.5,75.58333333333333,326.0,170.0,2437.0,350.0,709.0,1059.0,552.0,302.0,131.0,487.0,665.0,2025.0,873.0,676.0,524.0,439.0,167.0,8.0,81.0,40.0,1625.0,559.0,85.0,175.0,260.0,133.0,67.0,31.0,121.0,144.0,492.0,209.0,126.0,99.0,91.0,42.0,0.0,1.0,0.5882352941176471,0.7647058823529411,0.4117647058823529,0.5909090909090909,0.4311111111111111,0.7751479289940828,0.3804100227790433,0.3305004721435316,0.6694995278564684,0.4278531925590749,0.714527027027027,0.3554987212276215,0.3085539714867617,0.6914460285132383,173.0
6,SEA,SEA,WE,2.0,Y,L,,,20.0,14.0,34.0,14.0,3.0,6.0,11.0,13.0,9.0,6825.0,1056.0,185.30769230769232,76.15384615384616,337.0,170.0,2498.0,323.0,776.0,1099.0,520.0,201.0,158.0,506.0,657.0,2066.0,906.0,688.0,544.0,429.0,142.0,10.0,28.0,15.0,600.0,197.0,17.0,62.0,79.0,40.0,18.0,7.0,40.0,63.0,175.0,70.0,52.0,46.0,48.0,11.0,0.0,0.0,0.5882352941176471,0.8235294117647058,0.3529411764705882,0.5909090909090909,0.4385285575992255,0.7906976744186046,0.331002331002331,0.2939035486806187,0.7060964513193813,0.4123901987979658,0.7585139318885449,0.3174224343675417,0.3274509803921568,0.6725490196078432,91.0
7,SEA,SEA,WE,4.0,Y,L,,,18.0,16.0,34.0,9.0,8.0,9.0,8.0,10.0,10.0,6800.0,1462.0,184.5,76.92857142857143,334.0,170.0,2644.0,327.0,821.0,1148.0,514.0,232.0,127.0,527.0,682.0,2124.0,961.0,712.0,562.0,475.0,160.0,5.0,28.0,15.0,600.0,217.0,21.0,67.0,88.0,48.0,14.0,16.0,32.0,49.0,180.0,68.0,78.0,63.0,64.0,18.0,1.0,2.0,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5,0.4524482109227872,0.7893258426966292,0.3368421052631579,0.2848432055749129,0.7151567944250871,0.4238052299368801,0.751060820367751,0.3388429752066115,0.3123181377303589,0.6876818622696411,69.0
8,SEA,SEA,WE,4.0,Y,L,,,17.0,17.0,34.0,12.0,5.0,5.0,12.0,11.0,11.0,6825.0,1878.0,184.7142857142857,77.0,341.0,170.0,2734.0,344.0,820.0,1164.0,533.0,242.0,151.0,507.0,620.0,2210.0,964.0,715.0,582.0,639.0,224.0,1.0,17.0,10.0,400.0,173.0,23.0,53.0,76.0,33.0,13.0,11.0,32.0,46.0,148.0,65.0,23.0,22.0,53.0,21.0,1.0,2.0,0.5,0.7058823529411765,0.2941176470588235,0.5,0.4361990950226244,0.813986013986014,0.350547730829421,0.2955326460481099,0.7044673539518901,0.4252477380439465,0.8156996587030717,0.3693181818181818,0.3043875685557586,0.6956124314442413,87.0
9,SEA,SEA,WE,2.0,Y,L,,,22.0,12.0,34.0,16.0,1.0,6.0,11.0,13.0,7.0,6800.0,897.0,185.64285714285717,76.57142857142857,351.0,170.0,2493.0,340.0,822.0,1162.0,530.0,269.0,140.0,487.0,684.0,2112.0,899.0,728.0,552.0,453.0,143.0,4.0,30.0,15.0,598.0,197.0,26.0,61.0,87.0,32.0,33.0,8.0,42.0,62.0,177.0,67.0,63.0,52.0,39.0,11.0,0.0,0.0,0.6470588235294118,0.9411764705882352,0.3529411764705882,0.65,0.4256628787878788,0.7582417582417582,0.3156732891832229,0.2925989672977624,0.7074010327022375,0.3978743068391867,0.7529411764705882,0.3191094619666048,0.304029304029304,0.6959706959706959,87.0
10,SEA,SEA,WE,2.0,Y,L,,,20.0,14.0,34.0,13.0,4.0,7.0,10.0,13.0,7.0,7025.0,1537.0,183.6153846153846,79.3076923076923,307.0,170.0,2544.0,316.0,788.0,1104.0,536.0,276.0,150.0,512.0,710.0,2116.0,909.0,707.0,555.0,486.0,171.0,10.0,25.0,15.0,601.0,202.0,19.0,58.0,77.0,41.0,25.0,15.0,44.0,69.0,182.0,70.0,51.0,43.0,50.0,19.0,2.0,1.0,0.5882352941176471,0.7647058823529411,0.4117647058823529,0.65,0.4295841209829867,0.785007072135785,0.3518518518518518,0.286231884057971,0.7137681159420289,0.4102325581395349,0.7600596125186289,0.3452991452991453,0.3079777365491651,0.6920222634508348,68.0
1,UTA,SAS,WE,5.0,N,,,,18.0,14.0,32.0,12.0,4.0,6.0,10.0,13.0,8.0,6400.0,0.0,184.2142857142857,76.0,302.0,160.0,2413.0,348.0,732.0,1080.0,522.0,214.0,157.0,538.0,698.0,1896.0,858.0,790.0,609.0,262.0,88.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.75,0.375,0.6190476190476191,0.4525316455696203,0.7708860759493671,0.3358778625954198,0.3222222222222222,0.6777777777777778,0.4378818737270876,0.7364771151178918,0.3482142857142857,0.3435784851811196,0.6564215148188803,6.0
2,UTA,SAS,WE,3.0,Y,L,,,19.0,13.0,32.0,9.0,7.0,10.0,6.0,11.0,10.0,6475.0,45.5,182.25,75.91666666666667,292.0,160.0,2207.0,295.0,775.0,1070.0,524.0,202.0,156.0,484.0,622.0,1849.0,811.0,675.0,507.0,244.0,78.0,7.0,19.0,10.0,400.0,131.0,18.0,46.0,64.0,25.0,13.0,13.0,28.0,47.0,110.0,45.0,50.0,39.0,19.0,2.0,2.0,0.0,0.59375,0.5625,0.625,0.5238095238095238,0.4386154678204434,0.7511111111111111,0.319672131147541,0.2757009345794392,0.7242990654205608,0.3992914979757085,0.740909090909091,0.2913752913752914,0.3531827515400411,0.6468172484599589,15.0
3,UTA,SAS,WE,3.0,Y,W,,,20.0,12.0,32.0,12.0,4.0,8.0,8.0,12.0,9.0,6450.0,219.0,181.92307692307693,77.07692307692308,320.0,160.0,2418.0,347.0,721.0,1068.0,478.0,228.0,178.0,509.0,665.0,1911.0,843.0,844.0,643.0,247.0,89.0,7.0,43.0,25.0,1050.0,362.0,46.0,128.0,174.0,83.0,28.0,31.0,79.0,98.0,307.0,133.0,111.0,80.0,49.0,16.0,1.0,0.0,0.625,0.75,0.5,0.5714285714285714,0.4411302982731554,0.7618483412322274,0.3603238866396761,0.3249063670411985,0.6750936329588015,0.4117077890662796,0.75,0.3342175066312997,0.3588469184890656,0.6411530815109344,74.0
1,WAS,WAS,EA,4.0,Y,L,,,14.0,18.0,32.0,7.0,9.0,7.0,9.0,13.0,8.0,6400.0,0.0,183.53846153846155,76.38461538461539,299.0,160.0,2176.0,300.0,646.0,946.0,521.0,245.0,126.0,492.0,597.0,1813.0,832.0,578.0,403.0,335.0,109.0,3.0,17.0,10.0,400.0,120.0,14.0,30.0,44.0,30.0,13.0,6.0,32.0,30.0,101.0,47.0,32.0,20.0,22.0,6.0,0.0,0.0,0.4375,0.4375,0.4375,0.6190476190476191,0.458907887479316,0.6972318339100346,0.3253731343283582,0.3171247357293869,0.6828752642706131,0.4506666666666666,0.6882882882882883,0.3753148614609571,0.3282107574094401,0.6717892425905598,-45.0
2,WAS,WAS,EA,8.0,N,,,,10.0,22.0,32.0,8.0,8.0,2.0,14.0,4.0,17.0,6500.0,0.0,183.07142857142856,74.85714285714286,320.0,160.0,1928.0,356.0,699.0,1055.0,424.0,257.0,127.0,489.0,537.0,1915.0,739.0,504.0,333.0,418.0,117.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.5,0.125,0.1904761904761904,0.3859007832898172,0.6607142857142857,0.2799043062200957,0.3374407582938388,0.6625592417061611,0.4066838046272493,0.7430406852248393,0.3578431372549019,0.3099250936329588,0.6900749063670412,-147.0
3,WAS,WAS,EA,3.0,Y,W,,,17.0,15.0,32.0,9.0,7.0,8.0,8.0,12.0,9.0,6450.0,0.0,182.2142857142857,75.14285714285714,318.0,160.0,2135.0,330.0,708.0,1038.0,516.0,221.0,94.0,443.0,583.0,1910.0,806.0,478.0,359.0,443.0,164.0,3.0,46.0,25.0,1000.0,351.0,44.0,89.0,133.0,94.0,32.0,14.0,47.0,85.0,294.0,133.0,77.0,59.0,72.0,26.0,0.0,1.0,0.53125,0.5625,0.5,0.5714285714285714,0.4219895287958115,0.7510460251046025,0.3702031602708803,0.3179190751445087,0.6820809248554913,0.4130320546505517,0.7379182156133829,0.3295964125560538,0.3124368048533872,0.6875631951466128,19.0
4,WAS,WAS,EA,7.0,N,,,,9.0,25.0,34.0,3.0,14.0,6.0,11.0,7.0,17.0,6875.0,213.0,180.28571428571428,71.42857142857143,341.0,170.0,2330.0,382.0,703.0,1085.0,568.0,213.0,99.0,453.0,676.0,2191.0,896.0,507.0,381.0,505.0,157.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2647058823529412,0.1764705882352941,0.3529411764705882,0.2916666666666667,0.4089456869009584,0.7514792899408284,0.3108910891089109,0.352073732718894,0.647926267281106,0.4471224790949336,0.7366136034732272,0.3547717842323651,0.2995515695067264,0.7004484304932735,-168.0
5,WAS,WAS,EA,4.0,Y,L,,,17.0,17.0,34.0,11.0,6.0,6.0,11.0,9.0,11.0,6850.0,0.0,182.66666666666663,72.58333333333333,316.0,170.0,2325.0,337.0,726.0,1063.0,467.0,255.0,128.0,415.0,652.0,2088.0,873.0,661.0,474.0,283.0,105.0,1.0,29.0,15.0,600.0,193.0,34.0,70.0,104.0,31.0,17.0,15.0,38.0,58.0,170.0,67.0,66.0,52.0,23.0,7.0,0.0,0.0,0.5,0.6470588235294118,0.3529411764705882,0.45,0.418103448275862,0.7170953101361573,0.3710247349823322,0.3170272812793979,0.6829727187206021,0.4292101341281669,0.7434402332361516,0.3435294117647058,0.3037974683544304,0.6962025316455697,-59.0
6,WAS,WAS,EA,5.0,N,,,,16.0,18.0,34.0,10.0,7.0,6.0,11.0,9.0,11.0,6900.0,1036.0,179.84615384615384,71.15384615384616,315.0,170.0,2263.0,266.0,677.0,943.0,517.0,260.0,76.0,417.0,697.0,1968.0,847.0,546.0,388.0,510.0,181.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4705882352941176,0.5882352941176471,0.3529411764705882,0.45,0.4303861788617886,0.7106227106227107,0.3549019607843137,0.2820784729586426,0.7179215270413574,0.4449786324786324,0.7546296296296297,0.3464203233256351,0.2607421875,0.7392578125,-42.0
7,WAS,WAS,EA,4.0,Y,L,,,18.0,16.0,34.0,13.0,4.0,5.0,12.0,12.0,8.0,6850.0,1365.0,182.0,76.33333333333333,337.0,170.0,2747.0,330.0,770.0,1100.0,576.0,306.0,113.0,516.0,784.0,2199.0,1016.0,715.0,528.0,522.0,187.0,15.0,19.0,10.0,400.0,126.0,30.0,50.0,80.0,27.0,15.0,3.0,29.0,47.0,141.0,48.0,38.0,22.0,32.0,8.0,1.0,0.0,0.5294117647058824,0.7647058823529411,0.2941176470588235,0.6,0.4620281946339245,0.7384615384615385,0.3582375478927203,0.3,0.7,0.4324452901998097,0.7461809635722679,0.3688969258589512,0.30835734870317,0.69164265129683,90.0
8,WAS,WAS,EA,5.0,N,,,,16.0,18.0,34.0,8.0,9.0,8.0,9.0,8.0,12.0,6900.0,209.52941176470588,183.9333333333333,78.06666666666666,353.0,169.0,2585.0,335.0,783.0,1118.0,472.0,282.0,133.0,545.0,763.0,2170.0,877.0,839.0,668.0,528.0,163.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4705882352941176,0.4705882352941176,0.4705882352941176,0.4,0.404147465437788,0.7961859356376639,0.3087121212121212,0.2996422182468694,0.7003577817531306,0.4169675090252707,0.7690387016229713,0.3365384615384615,0.3170529801324503,0.6829470198675497,-54.0
9,WAS,WAS,EA,6.0,N,,,,10.0,24.0,34.0,6.0,11.0,4.0,13.0,6.0,14.0,6825.0,308.64705882352945,181.375,75.4375,365.0,170.0,2368.0,362.0,770.0,1132.0,483.0,241.0,93.0,602.0,757.0,2131.0,885.0,659.0,435.0,460.0,163.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2941176470588235,0.3529411764705882,0.2352941176470588,0.3,0.4152979821679962,0.6600910470409712,0.3543478260869565,0.3197879858657244,0.6802120141342756,0.4432251908396946,0.7407894736842106,0.3409090909090909,0.2799634034766697,0.7200365965233303,-233.0
